Clause	Title	Release	Applicability	Comments
5.2.1	Sensitivity Coarse Time Assistance	Rel-6	C01ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only
5.2.2	Sensitivity Fine Time Assistance	Rel-6	C02ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only and Fine Time Assistance
5.3	Nominal Accuracy	Rel-6	C01ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only
5.4	Dynamic Range	Rel-6	C01ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only
5.5	Multi-path Performance	Rel-6	C01ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only
5.6	Moving Scenario and Periodic Update Performance	Rel-6	C01ur	All UEs supporting FDD and UE-Based A-GPS L1 C/A only or UE-Assisted A-GPS L1 C/A only
6.2.1-1	Sensitivity Coarse Time Assistance: Sub-Test 1	Rel-10	C03-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only
6.2.1-2	Sensitivity Coarse Time Assistance: Sub-Test 2	Rel-12	C03-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only
6.2.1-3	Sensitivity Coarse Time Assistance: Sub-Test 3	Rel-10	C03-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only
6.2.1-4	Sensitivity Coarse Time Assistance: Sub-Test 4	Rel-10	C03-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only
6.2.1-8	Sensitivity Coarse Time Assistance: Sub-Test 8	Rel-12	C03-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only
6.2.1-9	Sensitivity Coarse Time Assistance: Sub-Test 9	Rel-12	C03-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only
6.2.1-10	Sensitivity Coarse Time Assistance: Sub-Test 10	Rel-12	C03-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only
6.2.2-1	Sensitivity Fine Time Assistance: Sub-Test 1	Rel-10	C04-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only and Fine Time Assistance
6.2.2-2	Sensitivity Fine Time Assistance: Sub-Test 2	Rel-12	C04-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only and Fine Time Assistance
6.2.2-3	Sensitivity Fine Time Assistance: Sub-Test 3	Rel-10	C04-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only and Fine Time Assistance
6.2.2-4	Sensitivity Fine Time Assistance: Sub-Test 4	Rel-10	C04-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only and Fine Time Assistance
6.2.2-8	Sensitivity Fine Time Assistance: Sub-Test 8	Rel-12	C04-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only and Fine Time Assistance
6.2.2-9	Sensitivity Fine Time Assistance: Sub-Test 9	Rel-12	C04-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only and Fine Time Assistance
6.2.2-10	Sensitivity Fine Time Assistance: Sub-Test 10	Rel-12	C04-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only and Fine Time Assistance
6.3-1	Nominal Accuracy: Sub-Test 1	Rel-10	C03-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only
6.3-2	Nominal Accuracy: Sub-Test 2	Rel-12	C03-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only
6.3-3	Nominal Accuracy: Sub-Test 3	Rel-10	C03-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only
6.3-4	Nominal Accuracy: Sub-Test 4	Rel-10	C03-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only
6.3-8	Nominal Accuracy: Sub-Test 8	Rel-12	C03-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only
6.3-9	Nominal Accuracy: Sub-Test 9	Rel-12	C03-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only
6.3-10	Nominal Accuracy: Sub-Test 10	Rel-12	C03-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only
6.4-1	Dynamic Range: Sub-Test 1	Rel-10	C03-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only
6.4-2	Dynamic Range: Sub-Test 2	Rel-12	C03-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only
6.4-3	Dynamic Range: Sub-Test 3	Rel-10	C03-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only
6.4-4	Dynamic Range: Sub-Test 4	Rel-10	C03-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only
6.4-8	Dynamic Range: Sub-Test 8	Rel-12	C03-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only
6.4-9	Dynamic Range: Sub-Test 9	Rel-12	C03-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only
6.4-10	Dynamic Range: Sub-Test 10	Rel-12	C03-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only
6.5-1	Multi-path Performance: Sub-Test 1	Rel-10	C03-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only
6.5-2	Multi- path Performance: Sub-Test 2	Rel-12	C03-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only
6.5-3	Multi- path Performance: Sub-Test 3	Rel-10	C03-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only
6.5-4	Multi- path Performance: Sub-Test 4	Rel-10	C03-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only
6.5-8	Multi- path Performance: Sub-Test 8	Rel-12	C03-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only
6.5-9	Multi- path Performance: Sub-Test 9	Rel-12	C03-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only
6.5-10	Multi- path Performance: Sub-Test 10	Rel-12	C03-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only
6.6-1	Moving Scenario and Periodic Update Performance: Sub-Test 1	Rel-10	C03-1ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with GLONASS only
6.6-2	Moving Scenario and Periodic Update Performance: Sub-Test 2	Rel-12	C03-2ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with Galileo only
6.6-3	Moving Scenario and Periodic Update Performance: Sub-Test 3	Rel-10	C03-3ur	All UEs supporting UE-Based A-GPS and A-GANSS with Modernized GPS only or UE-Assisted A-GPS and A-GANSS with Modernized GPS only
6.6-4	Moving Scenario and Periodic Update Performance: Sub-Test 4	Rel-10	C03-4ur	All UEs supporting UE-Based A-GPS and A-GANSS with GLONASS only or UE-Assisted A-GPS and A-GANSS with GLONASS only
6.6-8	Moving Scenario and Periodic Update Performance: Sub-Test 8	Rel-12	C03-8ur	All UEs supporting UE-Based A-GPS and A-GANSS with Galileo only or UE-Assisted A-GPS and A-GANSS with Galileo only
6.6-9	Moving Scenario and Periodic Update Performance: Sub-Test 9	Rel-12	C03-9ur	All UEs supporting UE-Based A-GANSS or UE-Assisted A-GANSS with BDS only
6.6-10	Moving Scenario and Periodic Update Performance: Sub-Test 10	Rel-12	C03-10ur	All UEs supporting UE-Based A-GPS and A-GANSS with BDS only or UE-Assisted A-GPS and A-GANSS with BDS only 

Clause	TC Title	Release of LPP	Applicability		Additional Information 		
			Condition	Comment	Specific ICS	Specific IXIT	Number of TC Executions	Release RAT
7	A-GNSS minimum performance requirements							
7.1.1-1	Sensitivity Coarse Time Assistance: Sub-Test 1	Rel-9	C01er	All UEs supporting A-GPS L1C/A only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-2	Sensitivity Coarse Time Assistance: Sub-Test 2	Rel-9	C02er	All UEs supporting A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-3	Sensitivity Coarse Time Assistance: Sub-Test 3	Rel-12	C03er	All UEs supporting A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-4	Sensitivity Coarse Time Assistance: Sub-Test 4	Rel-9	C04er	All UEs supporting A-GPS and Modernized GPS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-5	Sensitivity Coarse Time Assistance: Sub-Test 5	Rel-9	C05er	All UEs supporting A-GPS and A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-8	Sensitivity Coarse Time Assistance: Sub-Test 8	Rel-12	C29er	All UEs supporting A-GPS and A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-9	Sensitivity Coarse Time Assistance: Sub-Test 9	Rel-12	C19er	All UEs supporting A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-10	Sensitivity Coarse Time Assistance: Sub-Test 10	Rel-12	C20er	All UEs supporting A-GPS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.1-11	Sensitivity Coarse Time Assistance: Sub-Test 11	Rel-12	C32er	All UEs supporting A-GPS and A-GLONASS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-1	Sensitivity Fine Time Assistance: Sub-Test 1	Rel-9	C06er	All UEs supporting A-GPS L1C/A only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-2	Sensitivity Fine Time Assistance: Sub-Test 2	Rel-9	C07er	All UEs supporting A-GLONASS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-3	Sensitivity Fine Time Assistance: Sub-Test 3	Rel-12	C08er	All UEs supporting A-Galileo only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-4	Sensitivity Fine Time Assistance: Sub-Test 4	Rel-9	C09er	All UEs supporting A-GPS and Modernized GPS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-5	Sensitivity Fine Time Assistance: Sub-Test 5	Rel-9	C10er	All UEs supporting A-GPS and A-GLONASS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-8	Sensitivity Fine Time Assistance: Sub-Test 8	Rel-12	C30er	All UEs supporting A-GPS and A-Galileo only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-9	Sensitivity Fine Time Assistance: Sub-Test 9	Rel-12	C23er	All UEs supporting A-BDS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-10	Sensitivity Fine Time Assistance: Sub-Test 10	Rel-12	C24er	All UEs supporting A-GPS and A-BDS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.1.2-11	Sensitivity Fine Time Assistance: Sub-Test 11	Rel-12	C33er	All UEs supporting A-GPS and A-GLONASS and A-BDS only, and Fine Time Assistance	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-1	Nominal Accuracy: Sub-Test 1	Rel-9	C01er	All UEs supporting A-GPS L1C/A only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-2	Nominal Accuracy: Sub-Test 2	Rel-9	C02er	All UEs supporting A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-3	Nominal Accuracy: Sub-Test 3	Rel-12	C03er	All UEs supporting A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-4	Nominal Accuracy: Sub-Test 4	Rel-9	C04er	All UEs supporting A-GPS and Modernized GPS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-5	Nominal Accuracy: Sub-Test 5	Rel-9	C05er	All UEs supporting A-GPS and A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-8	Nominal Accuracy: Sub-Test 8	Rel-12	C29er	All UEs supporting A-GPS and A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-9	Nominal Accuracy: Sub-Test 9	Rel-12	C19er	All UEs supporting A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-10	Nominal Accuracy: Sub-Test 10	Rel-12	C20er	All UEs supporting A-GPS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.2-11	Nominal Accuracy: Sub-Test 11	Rel-12	C32er	All UEs supporting A-GPS and A-GLONASS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-1	Dynamic Range: Sub-Test 1	Rel-9	C01er	All UEs supporting A-GPS L1C/A only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-2	Dynamic Range: Sub-Test 2	Rel-9	C02er	All UEs supporting A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-3	Dynamic Range: Sub-Test 3	Rel-12	C03er	All UEs supporting A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-4	Dynamic Range: Sub-Test 4	Rel-9	C04er	All UEs supporting A-GPS and Modernized GPS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-5	Dynamic Range: Sub-Test 5	Rel-9	C05er	All UEs supporting A-GPS and A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-8	Dynamic Range: Sub-Test 8	Rel-12	C29er	All UEs supporting A-GPS and A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-9	Dynamic Range: Sub-Test 9	Rel-12	C19er	All UEs supporting A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-10	Dynamic Range: Sub-Test 10	Rel-12	C20er	All UEs supporting A-GPS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.3-11	Dynamic Range: Sub-Test 11	Rel-12	C32er	All UEs supporting A-GPS and A-GLONASS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-1	Multi-path scenario: Sub-Test 1	Rel-9	C01er	All UEs supporting A-GPS L1C/A only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-2	Multi-path scenario: Sub-Test 2	Rel-9	C02er	All UEs supporting A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-3	Multi-path scenario: Sub-Test 3	Rel-12	C03er	All UEs supporting A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-4	Multi-path scenario: Sub-Test 4	Rel-9	C04er	All UEs supporting A-GPS and Modernized GPS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-5	Multi-path scenario: Sub-Test 5	Rel-9	C05er	All UEs supporting A-GPS and A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-8	Multi-path scenario: Sub-Test 8	Rel-12	C29er	All UEs supporting A-GPS and A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-9	Multi-path scenario: Sub-Test 9	Rel-12	C19er	All UEs supporting A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-10	Multi-path scenario: Sub-Test 10	Rel-12	C20er	All UEs supporting A-GPS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.4-11	Multi-path scenario: Sub-Test 11	Rel-12	C32er	All UEs supporting A-GPS and A-GLONASS and A-BDS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.5-1	Moving scenario and periodic update: Sub-Test 1 (Rel-9 to Rel-13)	Rel-9, Rel 10, Rel 11, Rel 12, Rel 13	C01er	All UEs supporting A-GPS L1C/A only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.5-2	Moving scenario and periodic update: Sub-Test 2 (Rel-9 to Rel-13)	Rel-9, Rel 10, Rel 11, Rel 12, Rel 13	C02er	All UEs supporting A-GLONASS only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
7.5-3	Moving scenario and periodic update: Sub-Test 3 (Rel-9 to Rel-13)	Rel-12, Rel 13	C03er	All UEs supporting A-Galileo only	pc_eFDD			Rel-9
					pc_eTDD			Rel-9
